Name,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),lam-fit(deg),My
403,0.0000274,0.0000809,0.0000067,0.001206,0.007553,0.002046
404,0.0000012,0.0002209,0.0002138,0.000066,0.020829,0.010791
405,0.0000682,0.0000315,0.0000748,0.003829,0.006542,0.006446
406,0.0000002,0.0001378,0.0002417,0.000009,0.015448,0.009868
407,0.0000000,0.0002868,0.0000786,0.000001,0.004951,0.003687
408,0.0000119,0.0000166,0.0000063,0.000370,0.013234,0.003183
409,0.0000001,0.0000387,0.0000224,0.000003,0.001444,0.001301
410,0.0000482,0.0006221,0.0001802,0.002252,0.021036,0.028748
411,0.0000959,0.0002947,0.0000136,0.003774,0.009284,0.005848
412,0.0000003,0.0000054,0.0000092,0.000002,0.000827,0.000806
413,0.0002212,0.0014304,0.0001909,0.011435,0.004717,0.038111
414,0.0000076,0.0000217,0.0000122,0.000188,0.009809,0.001937
415,0.0000603,0.0000630,0.0000680,0.002496,0.027259,0.011281
416,0.0000329,0.0002599,0.0000584,0.001402,0.008006,0.013971
417,0.0000705,0.0000185,0.0000782,0.003030,0.019640,0.008656
418,0.0000000,0.0004969,0.0002356,0.000001,0.013901,0.014445
419,0.0001375,0.0077375,0.0004171,0.008047,0.119470,1.177760
420,0.0000020,0.0000050,0.0000010,0.000053,0.004112,0.002788
421,0.0002977,0.0003695,0.0002180,0.016631,0.145369,0.050208
422,0.0001590,0.0006940,0.0014804,0.013412,0.029806,0.034640
423,0.0001043,0.0004772,0.0005223,0.003482,0.085052,0.058295
424,0.0000000,0.0001424,0.0001243,0.000001,0.008778,0.006872
425,0.0000001,0.0000542,0.0000952,0.000003,0.003084,0.002555
426,0.0000607,0.0022368,0.0005454,0.004435,0.122852,0.250003
427,0.0000116,0.0001078,0.0000781,0.000450,0.003752,0.007310
428,0.0000003,0.0001367,0.0001353,0.000023,0.005566,0.007268
429,0.0000588,0.0002311,0.0000619,0.003180,0.003453,0.007424
430,0.0000996,0.0001138,0.0000194,0.003933,0.091845,0.020669
431,0.0001487,0.0001708,0.0001417,0.005429,0.082439,0.033758
432,0.0000004,0.0001492,0.0000684,0.000027,0.003001,0.005424
434,0.0000022,0.0009426,0.0014423,0.000243,0.039812,0.021693
435,0.0000005,0.0000448,0.0000261,0.000028,0.003645,0.002427
436,0.0000010,0.0000047,0.0000077,0.000033,0.002766,0.001343
437,0.0000737,0.0009539,0.0014083,0.004732,0.056794,0.041710
438,0.0000002,0.0014511,0.0009026,0.000016,0.059714,0.048670
439,0.0000084,0.0000509,0.0000108,0.000287,0.003453,0.002102
440,0.0000069,0.0012466,0.0022073,0.000519,0.026666,0.054316
441,0.0000659,0.0004748,0.0001028,0.002732,0.011995,0.022352
442,0.0000000,0.0002142,0.0000699,0.000002,0.002274,0.007482
443,0.0000217,0.0022766,0.0007423,0.002267,0.010770,0.053356
444,0.0000311,0.0057472,0.0001077,0.001279,0.039668,0.465381
445,0.0000498,0.0003698,0.0000671,0.001589,0.069967,0.054329
446,0.0000630,0.0006914,0.0000135,0.002602,0.002869,0.005612
447,0.0000157,0.0001932,0.0000095,0.000557,0.104759,0.002572
448,0.0000836,0.0001124,0.0000163,0.002909,0.051920,0.019037
449,0.0000165,0.0002058,0.0002966,0.000891,0.003283,0.017215
450,0.0001701,0.0019924,0.0008540,0.006805,0.148649,0.109123
451,0.0000005,0.0000287,0.0000080,0.000019,0.002025,0.001660
452,0.0000000,0.0000095,0.0000023,0.000000,0.003027,0.001199
453,0.0006751,0.0014225,0.0012958,0.054802,0.016067,0.061173
454,0.0000035,0.0387973,0.0017208,0.000448,0.348512,3.966026
455,0.0000312,0.0000699,0.0000250,0.001452,0.001368,0.002311
456,0.0000032,0.0000464,0.0000184,0.000147,0.001895,0.001749
457,0.0000055,0.0000283,0.0000075,0.000346,0.003239,0.002293
458,0.0000178,0.0000127,0.0000067,0.000633,0.003677,0.001872
459,0.0000131,0.0002695,0.0003023,0.000697,0.022163,0.014433
460,0.0000000,0.0002013,0.0001285,0.000000,0.005651,0.002584
461,0.0001390,0.0001406,0.0000019,0.005106,0.063908,0.020682
462,0.0000000,0.0000039,0.0000062,0.000002,0.001910,0.001224
463,0.0000312,0.0039392,0.0005559,0.001151,0.159018,0.218600
464,0.0000026,0.0000584,0.0000340,0.000112,0.002327,0.001046
465,0.0003636,0.0002749,0.0002457,0.014556,0.162968,0.061028
466,0.0000021,0.0000129,0.0000058,0.000057,0.004324,0.001712
467,0.0000174,0.0018587,0.0012646,0.000707,0.138401,0.097239
468,0.0001943,0.0001233,0.0000042,0.007299,0.166209,0.022176
469,0.0001113,0.0000401,0.0000072,0.003432,0.124193,0.015633
470,0.0000019,0.0000624,0.0000750,0.000150,0.003890,0.004202
471,0.0005985,0.0020617,0.0003638,0.023391,0.057155,0.242880
472,0.0000001,0.0002095,0.0001562,0.000008,0.015544,0.002312
473,0.0000038,0.0000692,0.0000496,0.000182,0.003954,0.002535
474,0.0000286,0.0022689,0.0000368,0.001778,0.078247,0.157212
476,0.0001070,0.0003940,0.0000744,0.005630,0.012158,0.007786
477,0.0000219,0.0000788,0.0000283,0.001416,0.004536,0.006138
478,0.0000748,0.0002986,0.0000418,0.002857,0.012046,0.028468
479,0.0000011,0.0006744,0.0002029,0.000047,0.016914,0.034364
480,0.0000009,0.0000723,0.0000791,0.000053,1.280496,0.000564
481,0.0000014,0.0007397,0.0000136,0.000071,0.001019,0.031327
482,0.0000035,0.0000784,0.0000206,0.000141,0.004643,0.002557
483,0.0000003,0.0000123,0.0000055,0.000002,0.007562,0.003776
484,0.0000000,0.0000193,0.0000479,0.000001,0.005407,0.002302
485,0.0003190,0.0026364,0.0001702,0.012842,0.061310,0.311890
486,0.0000415,0.0034861,0.0019614,0.002659,0.089404,0.176382
487,0.0000005,0.0002506,0.0000889,0.000025,0.008827,0.006305
488,0.0000472,0.0000229,0.0000048,0.001774,0.050312,0.003373
489,0.0000002,0.0000207,0.0000076,0.000006,0.002332,0.001732
490,0.0002117,0.0026676,0.0010177,0.006594,0.286432,0.215113
491,0.0000499,0.0000448,0.0000143,0.001525,0.087071,0.003349
492,0.0001895,0.0001833,0.0000032,0.006213,0.075315,0.020730
493,0.0000065,0.0019087,0.0000452,0.000258,0.062056,0.334310
494,0.0000672,0.0002021,0.0002722,0.003085,0.039347,0.018136
495,0.0000738,0.0008200,0.0001430,0.004086,0.033126,0.031433
496,0.0000010,0.0051827,0.0055071,0.000084,0.092081,0.146046
497,0.0001077,0.0001673,0.0000994,0.004906,0.098108,0.056019
498,0.0003569,0.0009657,0.0009866,0.018075,0.122513,0.056604
499,0.0000050,0.0000650,0.0001717,0.000005,0.032827,0.586693
500,0.0000000,0.0000169,0.0000431,0.000001,0.001689,0.000669
501,0.0000143,0.0000237,0.0000068,0.000444,0.006658,0.002374
502,0.0000052,0.0041518,0.0016061,0.000329,0.307726,0.387601
503,0.0000008,0.0000164,0.0000312,0.000036,0.001494,0.002026
504,0.0000002,0.0000310,0.0000266,0.000010,0.002242,0.002775
505,0.0000561,0.0501504,0.0004919,0.003051,0.314650,4.060696
506,0.0000344,0.0180945,0.0005836,0.001264,0.303306,2.770310
507,0.0000022,0.0000063,0.0000042,0.000077,0.004001,0.001671
508,0.0000005,0.0000021,0.0000061,0.000015,0.001900,0.001118
509,0.0000005,0.0000366,0.0000058,0.000018,0.001420,0.001237
510,0.0000003,0.0000714,0.0000678,0.000016,0.005968,0.003506
511,0.0021508,0.0014016,0.0005917,0.065519,2.642850,0.154759
513,0.0000020,0.0002590,0.0000828,0.000077,0.011150,0.009830
514,0.0000000,0.0000032,0.0000021,0.000001,0.001854,0.001383
515,0.0000006,0.0000370,0.0001175,0.000020,0.004876,0.009778
516,0.0002994,0.0003706,0.0005307,0.014343,0.086234,0.117176
517,0.0000117,0.0000278,0.0000028,0.000373,0.011466,0.012563
518,0.0000297,0.0019210,0.0029849,0.001360,0.119650,0.145726
519,0.0000023,0.0005931,0.0000220,0.000092,0.003025,0.015757
520,0.0000001,0.0002298,0.0001125,0.000003,0.016565,0.009732
521,0.0000039,0.0001120,0.0000519,0.000201,0.006162,0.025347
522,0.0004027,0.0014023,0.0006020,0.009347,0.330344,0.126530
523,0.0000154,0.0001903,0.0003428,0.000569,0.012516,0.018847
524,0.0000000,0.0001789,0.0000219,0.000003,0.002072,0.002111
525,0.0000158,0.0007395,0.0022961,0.001188,0.067442,0.018444
526,0.0001755,0.0001103,0.0000054,0.006139,0.095297,0.008673
527,0.0000048,0.0011698,0.0000304,0.000236,0.002926,0.085971
528,0.0000097,0.0000458,0.0000043,0.000264,0.021061,0.005888
529,0.0000007,0.0020940,0.0008977,0.000026,0.158657,0.112853
530,0.0003348,0.0005274,0.0013778,0.012003,2.147565,0.289764
531,0.0000382,0.0744366,0.0008371,0.001642,11.411982,0.002155
532,0.0000026,0.0000243,0.0000161,0.000125,0.001267,0.001893
533,0.0000096,0.0000484,0.0000194,0.000336,0.003016,0.003550
534,0.0000000,0.0000134,0.0000066,0.000001,0.001899,0.001427
535,0.0000000,0.0003756,0.0003649,0.000005,0.033791,0.027729
536,0.0000141,0.0001765,0.0000042,0.000354,0.005016,0.002084
537,0.0013275,0.0014509,0.0000881,0.040815,0.461136,0.209872
538,0.0000241,0.0000306,0.0000051,0.000797,0.036792,0.013019
539,0.0000001,0.0002833,0.0000148,0.000005,0.002297,0.005594
540,0.0000958,0.0005231,0.0008197,0.007287,0.023947,0.012013
541,0.0000002,0.0001118,0.0000540,0.000009,0.004876,0.003409
542,0.0000122,0.0000766,0.0000166,0.000468,0.002287,0.005735
543,0.0000075,0.0019463,0.0014321,0.000252,0.242347,0.170938
544,0.0000002,0.0001031,0.0000332,0.000011,0.000955,0.001546
545,0.0000234,0.0000138,0.0000119,0.000709,0.044306,0.006271
546,0.0000002,0.0002490,0.0000991,0.000010,0.008169,0.014025
547,0.0000024,0.0012354,0.0010500,0.000092,0.147424,0.079772
548,0.0000467,0.0008333,0.0005475,0.006826,0.021535,0.050103
549,0.0002207,0.0001260,0.0000244,0.010311,0.015528,0.014447
550,0.0000004,0.0004224,0.0004385,0.000022,0.033779,0.022394
551,0.0000002,0.0000027,0.0000101,0.000010,0.003668,0.001562
552,0.0000411,0.0000275,0.0000020,0.001334,0.034944,0.001564
553,0.0000014,0.0009743,0.0007817,0.000108,0.024857,0.055922
554,0.0000037,0.0003224,0.0000972,0.000240,0.004020,0.016824
555,0.0003693,0.0028735,0.0001273,0.010711,0.499857,1.205949
556,0.0000013,0.0000303,0.0000314,0.000074,0.004870,0.001551
557,0.0000024,0.0000843,0.0000214,0.000164,0.003911,0.004474
558,0.0000018,0.0047393,0.0020252,0.000085,0.198091,0.143638
559,0.0000017,0.0100635,0.0000620,0.000147,0.056768,0.617059
560,0.0006649,0.0014538,0.0004667,0.031374,0.056738,0.178752
561,0.0004212,0.0024262,0.0000232,0.014213,0.802949,0.695813
562,0.0000005,0.0014320,0.0005909,0.000020,0.110989,0.079912
563,0.0000914,0.0008949,0.0001146,0.004411,0.014631,0.109975
564,0.0006504,0.0025985,0.0035254,0.028902,0.557712,0.642501
565,0.0000004,0.0004193,0.0004754,0.000021,0.024433,0.010932
566,0.0004456,0.0006724,0.0000248,0.012010,0.804912,0.188733
567,0.0000016,0.0000114,0.0000039,0.000062,0.002776,0.004259
568,0.0000003,0.0000615,0.0000256,0.000012,0.000610,0.006491
569,0.0000001,0.0001041,0.0000517,0.000008,0.001287,0.009719
570,0.0000035,0.0000026,0.0000009,0.000092,0.005118,0.003041
571,0.0000518,0.0014175,0.0014965,0.003147,0.028126,0.092141
572,0.0000017,0.0001293,0.0000525,0.000104,0.003222,0.005311
573,0.0000020,0.0002677,0.0001157,0.000070,0.007016,0.002518
574,0.0789624,0.0208809,0.0061743,5.218531,6.953549,6.239216
575,0.0000008,0.0000455,0.0000414,0.000044,0.001588,0.001599
576,0.0003839,0.0005050,0.0003504,0.014729,0.057005,0.080464
577,0.0000331,0.0000287,0.0000108,0.001219,0.020799,0.011943
578,0.0005354,0.0018714,0.0008197,0.027151,0.072067,0.214992
579,0.0001040,0.0026528,0.0010962,0.003976,0.184092,0.130000
580,0.0000016,0.0000241,0.0000069,0.000053,0.014955,0.004515
581,0.0000010,0.0000129,0.0000076,0.000029,0.007249,0.001291
582,0.0000012,0.0035280,0.0004240,0.000057,0.084627,0.140254
583,0.0000829,0.0001501,0.0000591,0.002662,0.176972,0.060537
584,0.0001990,0.0005270,0.0009727,0.012636,0.061953,0.015764
585,0.0000902,0.0002026,0.0000374,0.005518,0.006713,0.011743
586,0.0000092,0.0000056,0.0000021,0.000322,0.003683,0.001780
587,0.0000127,0.0001319,0.0002141,0.000853,0.004815,0.013857
589,0.0000000,0.0000645,0.0000028,0.000002,0.003184,0.003271
590,0.0000015,0.0000687,0.0000347,0.000056,0.007459,0.004060
591,0.0003772,0.0001863,0.0001297,0.017949,0.022078,0.016164
592,0.0000012,0.0015944,0.0003452,0.000074,0.064730,0.227153
593,0.0003747,0.0000518,0.0000539,0.017248,0.099778,0.035389
594,0.0000621,0.0006342,0.0005131,0.003148,0.011928,0.005160
595,0.0000902,0.0002466,0.0000110,0.003028,0.241922,0.024493
596,0.0000588,0.0002473,0.0000482,0.002868,0.011872,0.041951
597,0.0000014,0.0000255,0.0000454,0.000074,0.003000,0.002008
598,0.0001526,0.0169856,0.0010702,0.006479,0.421452,3.843129
599,0.0000509,0.0001002,0.0000423,0.002274,0.004381,0.009479
600,0.0000000,0.0002610,0.0001439,0.000002,0.019649,0.007793
601,0.0000107,0.0012380,0.0000220,0.000376,0.025186,0.125398
602,0.0000115,0.0000409,0.0000299,0.000366,0.003298,0.002623
603,0.0001129,0.0036379,0.0002339,0.006649,0.181422,0.460009
604,0.0002277,0.0001473,0.0000190,0.007264,0.205318,0.011768
605,0.0000079,0.0003500,0.0001130,0.000292,0.024209,0.022470
606,0.0000031,0.0000161,0.0000170,0.000156,0.001371,0.001813
607,0.0000001,0.0000783,0.0000073,0.000003,0.002102,0.001251
608,0.0000023,0.0002248,0.0001038,0.000081,0.007154,0.006158
609,0.0000041,0.0000131,0.0000013,0.000001,0.001998,0.001071
610,0.0031660,0.0061543,0.0074708,0.101645,1.613145,1.257169
611,0.0000002,0.0001156,0.0000449,0.000008,0.009072,0.004437
612,0.0010650,0.0248662,0.0019995,0.033133,0.532432,4.751014
613,0.0000002,0.0020054,0.0007163,0.000010,0.080326,0.056977
614,0.0000003,0.0043857,0.0000951,0.000029,0.023786,0.180375
615,0.0000132,0.0007913,0.0017549,0.000631,0.040227,0.023890
616,0.0000010,0.0000479,0.0000278,0.000065,0.002331,0.002072
618,0.0000007,0.0000126,0.0000070,0.000026,0.002972,0.001678
619,0.0000089,0.0010548,0.0001365,0.000517,0.017699,0.011864
620,0.0000013,0.0000841,0.0000259,0.000076,0.002433,0.003052
621,0.0000002,0.0000063,0.0000290,0.000006,0.003217,0.001870
622,0.0000663,0.0005006,0.0009163,0.004611,0.042473,0.018914
623,0.0000023,0.0008731,0.0000994,0.000150,0.017096,0.020683
625,0.0000459,0.0001498,0.0000295,0.002567,0.001573,0.012136
626,0.0000447,0.0016452,0.0000734,0.002249,0.031746,0.116902
627,0.0001064,0.0005573,0.0000154,0.004368,0.024972,0.017152
628,0.0000006,0.0014072,0.0002183,0.000032,0.010027,0.012283
629,0.0008697,0.0004897,0.0007553,0.029348,0.440587,0.074873
630,0.0000609,0.0001736,0.0001364,0.003651,0.082898,0.017946
631,0.0000012,0.0015594,0.0006268,0.000047,0.077530,0.067180
632,0.0000004,0.0000922,0.0001331,0.000016,0.004783,0.003085
633,0.0000005,0.0022463,0.0008722,0.000020,0.154169,0.111045
634,0.0000009,0.0005719,0.0000146,0.000033,0.018238,0.096585
635,0.0000059,0.0000034,0.0000045,0.000198,0.005757,0.001963
636,0.0001557,0.0011264,0.0000280,0.006359,0.033732,0.155496
637,0.0000042,0.0000054,0.0000011,0.000156,0.008634,0.002726
638,0.0000099,0.0001549,0.0002397,0.000431,0.014799,0.010184
639,0.0001714,0.0004690,0.0001480,0.006839,0.061260,0.032098
640,0.0000006,0.0000337,0.0000135,0.000021,0.003647,0.002931
641,0.0000061,0.0002280,0.0008760,0.000523,0.009302,0.009699
642,0.0000623,0.0001579,0.0000191,0.002057,0.113710,0.048884
643,0.0004546,0.0007047,0.0003031,0.013459,1.882886,0.177404
644,0.0000007,0.0094361,0.0025407,0.000051,0.070721,0.662381
645,0.0000196,0.0000082,0.0000049,0.000610,0.062866,0.004830
646,0.0000005,0.0024997,0.0016234,0.000029,0.055473,0.104079
647,0.0000145,0.0002734,0.0000701,0.000891,0.010147,0.024174
648,0.0003056,0.0000370,0.0000182,0.009336,0.856643,0.161978
649,0.0001060,0.0001125,0.0000977,0.005759,0.022039,0.008480
650,0.0000003,0.0000547,0.0000573,0.000019,0.003763,0.002803
651,0.0000029,0.0029716,0.0012928,0.000102,0.210792,0.153825
652,0.0000095,0.0001561,0.0000925,0.000556,0.008741,0.002818
653,0.0000002,0.0001571,0.0000698,0.000006,0.009636,0.005211
654,0.0000236,0.0007566,0.0001644,0.001638,0.012570,0.042131
655,0.0000000,0.0000084,0.0000401,0.000001,0.005478,0.002201
656,0.0000083,0.0000176,0.0000011,0.000268,0.008760,0.004698
657,0.0000000,0.0000471,0.0000226,0.000001,0.001981,0.001320
658,0.0000000,0.0000125,0.0000041,0.000001,0.002438,0.001165
660,0.0000626,0.0002493,0.0000117,0.003514,0.010094,0.012483
661,0.0001750,0.0021854,0.0009596,0.006377,0.169711,0.120812
662,0.0000199,0.0007489,0.0000566,0.001123,0.006082,0.020127
663,0.0000014,0.0002395,0.0000338,0.000050,0.007520,0.016078
664,0.0005118,0.0040874,0.0004654,0.013809,2.203258,3.098906
665,0.0000665,0.0002379,0.0001649,0.002079,0.082867,0.022708
666,0.0000229,0.0003785,0.0006784,0.001243,0.042320,0.018377
667,0.0003318,0.0008443,0.0002185,0.011443,0.637741,0.130237
668,0.0000225,0.0000254,0.0000171,0.001008,0.005112,0.002484
669,0.0000010,0.0001560,0.0000645,0.000040,0.005793,0.004458
670,0.0000531,0.0000422,0.0000055,0.002194,0.018507,0.010972
671,0.0000012,0.0000031,0.0000028,0.000041,0.002261,0.001426
672,0.0000553,0.0000509,0.0000361,0.002938,0.002175,0.005146
673,0.0000000,0.0000248,0.0000219,0.000001,0.001629,0.001507
674,0.0002839,0.0003840,0.0002894,0.011167,0.022415,0.063116
675,0.0000052,0.0037250,0.0000571,0.000236,0.032730,0.302022
676,0.0000002,0.0002836,0.0000456,0.000011,0.008672,0.028347
677,0.0003304,0.0134168,0.0069323,0.014931,0.952193,0.385761
678,0.0000009,0.0005679,0.0000931,0.000066,0.004330,0.010253
679,0.0000023,0.0011418,0.0001011,0.000118,0.016930,0.078398
680,0.0006968,0.0005407,0.0000996,0.022953,0.397814,0.189246
681,0.0000085,0.0000229,0.0000116,0.000297,0.003312,0.002458
682,0.0000009,0.0001772,0.0001242,0.000043,0.012865,0.007389
683,0.0000492,0.0111042,0.0000460,0.001631,0.107981,1.092463
684,0.0000000,0.0001660,0.0000378,0.000000,0.003183,0.003330
685,0.0000331,0.0033488,0.0026502,0.002459,0.074593,0.128939
686,0.0000014,0.0001482,0.0000540,0.000066,0.002839,0.011329
687,0.0000316,0.0002027,0.0000580,0.001557,0.002120,0.022522
688,0.0000001,0.0004873,0.0000148,0.000005,0.000936,0.002292
689,0.0000164,0.0020047,0.0016287,0.001259,0.044653,0.107188
690,0.0000181,0.0000140,0.0000060,0.000595,0.015545,0.001850
691,0.0000319,0.0000184,0.0000198,0.001348,0.009229,0.004530
692,0.0004961,0.0037799,0.0000769,0.013009,0.617710,0.877668
693,0.0000255,0.0113175,0.0000737,0.000981,0.082627,0.507414
694,0.0000181,0.0001070,0.0001318,0.000868,0.014331,0.013899
695,0.0000015,0.0001202,0.0000203,0.000087,0.004287,0.004694
696,0.0000745,0.0002783,0.0000130,0.002277,0.185571,0.121589
697,0.0000001,0.0003967,0.0000191,0.000003,0.001964,0.005590
698,0.0000056,0.0000537,0.0000175,0.000224,0.003544,0.001258
700,0.0000732,0.0002121,0.0016676,0.005388,0.051299,0.016541
701,0.0000070,0.0000261,0.0000414,0.000266,0.008191,0.003705
702,0.0000010,0.0000035,0.0000167,0.000031,0.003719,0.001179
703,0.0002194,0.0016199,0.0017194,0.018073,0.032269,0.043481
704,0.0000047,0.0000594,0.0000120,0.000174,0.003005,0.007072
705,0.0000002,0.0010162,0.0000767,0.000005,0.009296,0.024469
706,0.0000017,0.0000970,0.0000599,0.000076,0.009040,0.006057
707,0.0000203,0.0079282,0.0046269,0.001606,0.081858,0.151334
708,0.0000011,0.0006313,0.0003250,0.000061,0.013198,0.042021
709,0.0000009,0.0020612,0.0003292,0.000034,0.049534,0.103118
710,0.0000246,0.0000265,0.0000036,0.000818,0.011267,0.006705
711,0.0000073,0.0005000,0.0021751,0.000600,0.056385,0.017075
712,0.0000024,0.0001268,0.0001321,0.000117,0.012142,0.007575
713,0.0005564,0.0005311,0.0005461,0.015107,0.380697,0.348617
714,0.0000025,0.0001935,0.0000195,0.000137,0.007149,0.006971
715,0.0000000,0.0000254,0.0000241,0.000001,0.002360,0.001611
716,0.0001808,0.0002138,0.0001034,0.008489,0.091632,0.011539
717,0.0001678,0.0030846,0.0003793,0.005122,0.689580,1.738582
718,0.0000020,0.0000693,0.0001523,0.000085,0.021159,0.018484
720,0.0000001,0.0000041,0.0000024,0.000003,0.001713,0.001315
721,0.0000271,0.0000301,0.0000182,0.000630,0.004648,0.002911
722,0.0000001,0.0079889,0.0027147,0.000014,0.055371,0.116309
723,0.0000001,0.0000054,0.0000086,0.000002,0.001758,0.001284
724,0.0004680,0.0001163,0.0010598,0.027307,0.151696,0.068287
725,0.0000059,0.0304987,0.0009713,0.000060,0.196553,1.791294
726,0.0000548,0.0000899,0.0000536,0.003032,0.008453,0.009905
727,0.0000002,0.0001193,0.0000204,0.000006,0.000804,0.003664
728,0.0003450,0.0010391,0.0015326,0.024699,0.074957,0.028594
729,0.0000017,0.0003286,0.0000536,0.000078,0.005724,0.018105
730,0.0026493,0.0018465,0.0025358,0.192633,0.149847,0.220193
731,0.0000023,0.0001213,0.0000712,0.000092,0.009758,0.007091
732,0.0000001,0.0000435,0.0000415,0.000003,0.004527,0.001552
733,0.0013299,0.0037395,0.0008218,0.038086,0.964384,0.514845
734,0.0000003,0.0000015,0.0000015,0.000005,0.003020,0.001837
735,0.0001353,0.0001330,0.0000441,0.006051,0.005951,0.020617
736,0.0000038,0.0010381,0.0013601,0.000311,0.027621,0.046068
737,0.0000021,0.0000618,0.0000354,0.000109,0.003445,0.005330
738,0.0000591,0.0000669,0.0000165,0.002087,0.007805,0.003703
739,0.0000210,0.0008848,0.0001460,0.000795,0.008429,0.095434
740,0.0000004,0.0001978,0.0001688,0.000013,0.027409,0.016312
741,0.0000179,0.0002894,0.0000332,0.000801,0.002970,0.002717
742,0.0000593,0.0002901,0.0001062,0.002573,0.009534,0.008134
743,0.0000000,0.0046830,0.0021074,0.000002,0.144788,0.091641
744,0.0001510,0.0006427,0.0011662,0.004804,0.346384,0.131527
745,0.0000959,0.0001258,0.0000600,0.002903,1.804236,0.067637
746,0.0000402,0.0005822,0.0004232,0.001367,0.223065,0.117794
747,0.0007992,0.0006634,0.0002577,0.030884,0.068394,0.076330
748,0.0000033,0.0000530,0.0000055,0.000050,0.361646,0.016266
749,0.0000122,0.0003827,0.0006087,0.000727,0.012871,0.016806
750,0.0000007,0.0000836,0.0000488,0.000044,0.003513,0.005258
751,0.0000017,0.0001037,0.0000268,0.000092,0.001663,0.004755
752,0.0000000,0.0000460,0.0000351,0.000001,0.006443,0.001576
753,0.0000897,0.0011502,0.0019211,0.005991,0.083791,0.040882
754,0.0000012,0.0004586,0.0017455,0.000094,0.537073,0.183822
755,0.0000913,0.0009584,0.0000736,0.003563,0.563781,0.281006
756,0.0002578,0.0000974,0.0000999,0.008513,1.177021,0.101954
757,0.0000001,0.0000635,0.0000438,0.000008,0.001338,0.001551
758,0.0000019,0.0000049,0.0000017,0.000039,0.007274,0.002691
759,0.0002559,0.0017141,0.0002466,0.013558,4.028708,0.122301
760,0.0008096,0.0001885,0.0001463,0.025455,1.065072,0.316127
761,0.0000054,0.0000072,0.0000049,0.000240,0.002066,0.001178
762,0.0000234,0.0000766,0.0000080,0.000723,0.014236,0.013242
763,0.0000002,0.0002246,0.0003964,0.000012,0.011479,0.013601
764,0.0000054,0.0000044,0.0000038,0.000174,0.012072,0.001872
765,0.0000814,0.0138231,0.0003262,0.004429,0.568767,1.596704
766,0.0000037,0.0025175,0.0011721,0.000129,0.197986,0.144316
767,0.0000086,0.0000080,0.0000065,0.000287,0.003781,0.002389
768,0.0001797,0.0000649,0.0000703,0.005641,0.129679,0.053180
769,0.0005443,0.0004486,0.0000146,0.016906,0.972958,0.054761
770,0.0000882,0.0020078,0.0025668,0.007075,0.040854,0.080492
771,0.0011211,0.0012145,0.0009213,0.053389,0.290019,0.177665
772,0.0000046,0.0011176,0.0000527,0.000168,0.000889,0.002414
773,0.0000001,0.0001395,0.0000232,0.000005,0.002846,0.005357
774,0.0000003,0.0003115,0.0005036,0.000010,0.056155,0.033302
775,0.0002594,0.0003285,0.0001353,0.009540,0.054176,0.009683
776,0.0000031,0.0000466,0.0000157,0.000121,0.001363,0.001252
777,0.0000658,0.0000468,0.0000166,0.001981,0.288800,0.005304
778,0.0022507,0.0025884,0.0004937,0.073765,3.917240,0.544836
779,0.0000002,0.0001304,0.0000130,0.000010,0.001198,0.012473
780,0.0000002,0.0000185,0.0000124,0.000011,0.001072,0.002346
781,0.0000938,0.0001138,0.0000098,0.002953,0.733134,0.019624
782,0.0000091,0.0011757,0.0009607,0.000702,0.018838,0.038596
783,0.0000104,0.0001976,0.0005903,0.000705,0.024853,0.007958
784,0.0023286,0.0021718,0.0013641,0.079373,1.017866,0.777802
785,0.0000703,0.0011432,0.0014304,0.003997,0.119083,0.069100
786,0.0017690,0.0021737,0.0002405,0.055629,2.387653,0.821791
787,0.0000556,0.0001571,0.0000562,0.002952,0.005667,0.002763
788,0.0001227,0.0003923,0.0002676,0.003901,0.091029,0.035333
789,0.0000356,0.0005507,0.0001336,0.001267,0.018674,0.037534
790,0.0004001,0.0001079,0.0000447,0.010818,0.257542,0.021756
791,0.0002057,0.0001629,0.0000616,0.008181,0.109512,0.011604
792,0.0000197,0.0003582,0.0001584,0.001731,0.084869,0.026293
793,0.0000001,0.0000717,0.0000218,0.000001,0.001770,0.002516
794,0.0005560,0.0007040,0.0001160,0.020269,0.587694,0.550274
795,0.0005645,0.0016024,0.0004319,0.029497,0.054546,0.111427
796,0.0001118,0.0001168,0.0000402,0.005505,0.001812,0.008529
797,0.0000093,0.0191176,0.0004071,0.000471,0.558639,0.875244
798,0.0000009,0.0001919,0.0000835,0.000032,0.011738,0.007972
799,0.0000003,0.0020282,0.0000132,0.000006,0.047571,0.019713
800,0.0006674,0.0005265,0.0005848,0.051166,0.014522,0.033458
801,0.0000125,0.0001834,0.0000713,0.000598,0.007079,0.008148
802,0.0000930,0.0007575,0.0013487,0.007347,0.030433,0.016451
803,0.0000675,0.0000890,0.0000076,0.002061,0.201179,0.009335
804,0.0000016,0.0000533,0.0000159,0.000070,0.004933,0.002078
805,0.0011140,0.0016132,0.0007872,0.033896,4.591636,0.153220
806,0.0001352,0.0011230,0.0009972,0.004013,0.395361,0.113067
807,0.0000018,0.0001993,0.0000933,0.000066,0.009121,0.008080
808,0.0000002,0.0000466,0.0000173,0.000009,0.001314,0.001372
809,0.0000005,0.0015112,0.0008926,0.000038,0.031119,0.058429
